recording date,grid position,session ID,trellis filenumber,mat filename,iontophoresis,voltage,isolation quality,plx file range,included trials,electode broken?,comment/electrode,general comment,included to analysis ?,excluded due to electordes,
,,,7,ka_0229_12.55.grating.SF.mat,control,,2,,,,,,,,
,,,8,ka_0229_12.56.grating.SF.mat,control,,2,,,,,,,,
,,,9,ka_0229_12.58.grating.ORxRC.mat,control,,3,,,,,,,,
,,,11,ka_0229_13.11.grating.ORxRC.mat,5HT_10nA,0.2,3,,,,,,,,
,,,12,ka_0229_13.17.grating.ORxRC.mat,5HT_10nA,0.2,3,,,,,,,,
11/24/16,"-2,0",230,6,ka_0230_15.44.grating.XPos.mat,,,1.5,,,no,,,,,
,,,7,ka_0230_15.45.grating.YPos.mat,,,1,,,,,,,,
,,,8,ka_0230_15.46.grating.ORxM.mat,,,1,,,,,,,,
,,,9,ka_0230_15.49.grating.SF.mat,,,2,,,,,,,,
,,,10,ka_0230_15.50.grating.SF.mat,5HT_10nA,0.2,3,,,,,,,,
,,,12,ka_0230_15.53.grating.SF.mat,,,1,,,,,,,,
,,,13,ka_0230_15.56.grating.SF.mat,,,1,,,,,,,,
,,231,1,ka_0231_15.59.grating.XPos.mat,,,2.5,,,no,,,,,
,,,2,ka_0231_15.59.grating.YPos.mat,,,3,,,,,,,,
,,,3,ka_0231_16.01.grating.ORxM.mat,,,4.5,,,,,,,,
,,232,4,ka_0232_16.58.grating.XPos.mat,,,2.5,,,no,,,,,
,,,5,ka_0232_16.59.grating.YPos.mat,,,4,,,,,,,,
,,,10,ka_0232_17.20.grating.ORxM.mat,,,1.5,,,,,,,,
,,,11,ka_0232_17.23.grating.SF.mat,control,,1,7-end,10-end,,,,,,
,,,12,ka_0232_17.24.grating.SF.mat,control,,1,7-end,10-end,,,,,,
,,,13,ka_0232_17.26.grating.SF.mat,5HT_15nA,0.4,1,10-end,15-end,,,,,,
,,,14,ka_0232_17.27.grating.SF.mat,control,,1,5-end,5-end,,,,,,
,,,15,ka_0232_17.28.grating.TF.mat,control,,1.5,,,,,,,,
,,,16,ka_0232_17.29.grating.SF.mat,control,,1.5,,,,,,,,
,,,17,ka_0232_17.31.grating.OR.mat,control,,1.5,,,,,,,,
,,,18,ka_0232_17.32.grating.SF.mat,control,,1.5,,,,,,,,
,,,19,ka_0232_17.33.grating.ORxRC.mat,control,,1.5,10-end,5-end,,,,,,
,,,20,ka_0232_17.38.grating.ORxRC.mat,5HT_10nA,0.2,1,15-end,5-end,,,,,,
,,,21,ka_0232_17.48.grating.ORxRC.mat,5HT_10nA,0.2,1.5,,,,,,,,
,,,22,ka_0232_17.54.grating.ORxRC.mat,control,,1,,,,,,not fully recovered, not include for concatenate file,,
,,,23,ka_0232_17.57.grating.ORxRC.mat,control,,1.5,,,,,,,,
,,,24,ka_0232_18.02.grating.ORxRC.mat,control,,2,,,,,,,,
11/28/16,"7,+2",233,1,ka_0233_14.08.grating.XPos.mat,,,2,,,yes,NaCl side, 200um,,,,
,,,2,ka_0233_14.09.grating.YPos.mat,,,3,,,,,,,,
,,,4,ka_0233_14.13.grating.ORxM.mat,,,2,,,,,,,,
,,,5,ka_0233_14.16.grating.ORxRC.mat,,,5,,,,,,,,
,,,7,ka_0233_14.30.grating.ORxRC.mat,NaCl_30nA,0.1,5,,,,,,,,
,,,8,ka_0233_14.40.grating.ORxRC.mat,,,5,,,,,,,,
11/29/16,"-2,-6",234,2,ka_0234_11.28.grating.XPos.mat,,,2,,,no,,,,,
,,,3,ka_0234_11.29.grating.YPos.mat,,,2,,,,,,,,
,,,4,ka_0234_11.31.grating.ORxM.mat,,,2,,,,,,,,
,,,5,ka_0234_11.35.grating.SF.mat,control,,3.5,,,,,,,,
,,,6,ka_0234_11.36.grating.SF.mat,5HT_5nA,0.1,3.5,,,,,,,,
,,235,1,ka_0235_11.48.grating.XPos.mat,,,1,,,no,,,,,
,,,2,ka_0235_11.48.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0235_11.49.grating.ORxM.mat,,,2,,,,,,,,
,,,4,ka_0235_11.53.grating.SF.mat,control,,2,,,,,,,,bad settings, do not use for analyses
,,,5,ka_0235_11.54.grating.SF.mat,5HT_15nA,0.2,2,,,,,,,,bad settings, do not use for analyses
,,,6,ka_0235_11.55.grating.SF.mat,control,,2,,,,,,,,
,,,8,ka_0235_11.57.grating.TF.mat,,,8,,,,,,,,
,,,11,ka_0235_12.00.grating.SF.mat,control,,2,,,,,,,,
,,,13,ka_0235_12.04.grating.SF.mat,5HT_10nA,0.2,1,,,,,,,,
,,,14,ka_0235_12.05.grating.SF.mat,5HT_10nA,0.2,1,,,,,,,,
,,,15,ka_0235_12.07.grating.SF.mat,control,,1.5,,,,,,,,
,,,16,ka_0235_12.08.grating.SF.mat,control,,2,,,,,,,,
12.01.2016,"2,-4",236,1,ka_0236_16.35.grating.XPos.mat,,,1,,,yes,150um, NaCl side,,,,
,,237,1,ka_0237_17.56.grating.XPos.mat,,,2,,,yes,150um, NaCl side,,,,
,,,2,ka_0237_17.57.grating.YPos.mat,,,"c1=1,c2=2",,,,,,,,
,,,3,ka_0237_17.58.grating.ORxM.mat,,,2,,,,,,,,
,,,4,ka_0237_18.01.grating.SF.mat,control,,2.5,,,,,,,,
,,,5,ka_0237_18.02.grating.SF.mat,5HT_20nA,0.1,2,,,,,,,,
,,,6,ka_0237_18.04.grating.SF.mat,control,,2,,,,,,,,
,,,7,ka_0237_18.05.grating.SF.mat,NaCl_20nA,0.1,2,,,,,,,,
,,,8,ka_0237_18.07.grating.SF.mat,control,,2,,,,,,,,
,,,9,ka_0237_18.08.grating.SF.mat,control,,2,,,,,,,,
,,,10,ka_0237_18.09.grating.SF.mat,5HT_30nA,0.3,2,,,,,,,,
,,,11,ka_0237_18.10.grating.SF.mat,control,,2,,,,,,,,
,,,12,ka_0237_18.12.grating.SF.mat,control,,2,,,,,,,,
,,,13,ka_0237_18.13.grating.ORxRC.mat,control,,2.5,,,,,,,,
,,238,2,ka_0238_18.59.grating.XPos.mat,,,1.5,,,yes,150um, NaCl side,,,,
,,,3,ka_0238_19.00.grating.YPos.mat,,,1.5,,,,,,,,
,,,4,ka_0238_19.01.grating.ORxM.mat,control,,3,,,,,,,,
,,,5,ka_0238_19.03.grating.SF.mat,control,,3,,,,,,,,
,,,6,ka_0238_19.05.grating.SF.mat,5HT_20nA,0.1,3.5,,,,,,,,
,,,7,ka_0238_19.06.grating.SF.mat,control,,3.5,,,,,,,,
12.02.2016,"6,-5",239,1,ka_0239_16.36.grating.XPos.mat,,,3,,,yes,60um5HT, 80 um NaCl,,,,
,,,2,ka_0239_16.37.grating.YPos.mat,,,4,,,,,,,,
,,,3,ka_0239_16.38.grating.ORxM.mat,,,1.5,,,,,,,,
,,,4,ka_0239_16.41.grating.SF.mat,control,,3,,,,,,,,
,,,5,ka_0239_16.42.grating.SF.mat,5HT_10nA,0.1,2.5,7-end,,,,,,,
,,,6,ka_0239_16.43.grating.SF.mat,control,,2.5,6-end,,,,,,,
,,240,1,ka_0240_17.30.grating.XPos.mat,,,1,,,yes,60um5HT, 80 um NaCl,,,,
,,,2,ka_0240_17.31.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0240_17.31.grating.ORxM.mat,,,3,1-128,,,,,,,
,,,5,ka_0240_17.37.grating.SF.mat,control,,3,,,,,,,,
,,,6,ka_0240_17.39.grating.SF.mat,5HT_15nA,0.3,4,,,,,,,,
,,,7,ka_0240_17.40.grating.SF.mat,control,,4,,,,,,,,
,,,8,ka_0240_17.41.grating.SF.mat,control,,3,,,,,,,,
,,,9,ka_0240_17.43.grating.SF.mat,NaCl_15nA,0,2,,,,,,,,
,,241,1,ka_0241_18.18.grating.XPos.mat,,,2.5,,,yes,60um5HT, 80 um NaCl,,,,
,,,2,ka_0241_18.19.grating.YPos.mat,,,3,,,,,,,,
,,,3,ka_0241_18.20.grating.ORxM.mat,,,3.5,,,,,,,,
,,,4,ka_0241_18.24.grating.ORxM.mat,,,3,,,,,,,,
,,,5,ka_0241_18.28.grating.SF.mat,control,,3,,,,,,,,
,,,6,ka_0241_18.29.grating.SF.mat,5HT_15nA,0.3,3,,,,,,,,
,,,7,ka_0241_18.30.grating.SF.mat,control,,2.5,,,,,,,,
,,,8,ka_0241_18.31.grating.SF.mat,NaCl_15nA,0,2.5,,,,,,,,
,,,9,ka_0241_18.33.grating.SF.mat,control,,2.5,,,,,,,,
,,,10,ka_0241_18.34.grating.SF.mat,5HT_30nA,0.6,2.5,,,,,,,,
,,,11,ka_0241_18.36.grating.SF.mat,control,,2.5,,,,,,,,
12.03.2016,"-1,+1",242,1,ka_0242_11.56.grating.XPos.mat,,,2,,,yes,20um 5HT, 30um NaCl,,,,
,,,2,ka_0242_11.57.grating.YPos.mat,,,2,,,,,,,,
,,,3,ka_0242_11.58.grating.ORxM.mat,,,3,,,,,,,,
,,243,1,ka_0243_12.58.grating.XPos.mat,,,1.5,,,yes,20um 5HT, 30um NaCl,,,,
,,,2,ka_0243_12.58.grating.YPos.mat,,,1.5,,,,,,,,
,,,4,ka_0243_13.02.grating.ORxM.mat,,,1,,,,,,,,
12.08.2016,"-1,-4",244,1,ka_0244_16.02.grating.XPos.mat,,,2,,,no,,,,,
,,,2,ka_0244_16.02.grating.YPos.mat,,,2,,,,,,,,
,,,3,ka_0244_16.03.grating.ORxM.mat,,,1.5,,,,,,,,
,,,4,ka_0244_16.07.grating.SF.mat,,,2,,,,,,,,
,,,5,ka_0244_16.09.grating.SZ.mat,,,3,,,,,,,,
,,245,1,ka_0245_16.28.grating.XPos.mat,,,3,,,no,,,,,
,,,2,ka_0245_16.29.grating.YPos.mat,,,2,,,,,,,,
,,246,50003,ka_0246_16.34.grating.XPos.mat,,,2,,,no,,,,,
,,,50004,ka_0246_16.35.grating.YPos.mat,,,2,,,,,,,,
,,,50005,ka_0246_16.36.grating.ORxM.mat,,,c=2,c2=2,,,,,,,,
,,,50006,ka_0246_16.39.grating.SF.mat,control,,3,,,,,,,,
,,,50007,ka_0246_16.41.grating.SF.mat,5HT_15nA,0.2,2,,,,,,,,
,,,50008,ka_0246_16.42.grating.SF.mat,5HT_15nA,0.2,2,,,,,,,,
,,,50009,ka_0246_16.43.grating.SF.mat,control,,2.5,,,,,,,,
,,,50010,ka_0246_16.45.grating.ORxRC.mat,control,,5,,,,,,,,
,,,50011,ka_0246_16.55.grating.ORxRC.mat,5HT_20nA,0.3,4.5,,,,,,,,
,,247,1,ka_0247_17.25.grating.ORxM.mat,,,2,,,no,,,,,
,,,2,ka_0247_17.28.grating.SF.mat,,,1.5,,,,,,,,
,,,3,ka_0247_17.29.grating.SZ.mat,,,2,,,,,,,,
,,,4,ka_0247_17.31.grating.SZ.mat,control,,2.5,,,,,,,,
,,,5,ka_0247_17.33.grating.SZ.mat,5HT_20nA,0.4,2,,,,,,,,
,,,6,ka_0247_17.34.grating.SZ.mat,control,,2,,,,,,,,
,,,7,ka_0247_17.37.grating.TF.mat,control,,2,,,,,,,,
,,,8,ka_0247_17.38.grating.SZ.mat,control,,2,,,,,,,,
,,,9,ka_0247_17.40.grating.SZ.mat,control,,2.5,,,,,,,,
,,,10,ka_0247_17.43.grating.OR.mat,control,,2,,,,,,,,
,,,11,ka_0247_17.44.grating.ORxRC.mat,control,,2,,,,,,,,
,,,14,ka_0247_17.45.grating.ORxRC.mat,control,,4,,,,,,,,
,,,15,ka_0247_17.54.grating.ORxRC.mat,5HT_5nA,0.1,3.5,,,,,,,,
,,,16,ka_0247_18.03.grating.ORxRC.mat,5HT_5nA,0.1,4,,,,,,,,
,,248,1,ka_0248_18.11.grating.XPos.mat,,,5,,,,,,,,
12.09.2016,"8,+3",249,2,ka_0249_15.27.grating.XPos.mat,,,1,,,no,,,,,
,,,3,ka_0249_15.28.grating.YPos.mat,,,2,,,,,,,,
,,,4,ka_0249_15.28.grating.ORxM.mat,,,3,,,,,,,,
,,,5,ka_0249_15.33.grating.ORxM.mat,,,2,,,,,,,,
,,,6,ka_0249_15.36.grating.SF.mat,,,2,,,,,,,,
,,250,1,ka_0250_16.13.grating.XPos.mat,,,5,,,no,,,,,
,,,2,ka_0250_16.23.grating.XPos.mat,,,2,,,,,,,,
,,,3,ka_0250_16.24.grating.YPos.mat,,,2,,,,,,,,
,,,5,ka_0250_16.43.grating.ORxM.mat,,,3,,,,,,,,
,,,6,ka_0250_16.46.grating.SF.mat,,,4,,,,,,,,
12/13/16,"8,+1",251,2,ka_0250_10.54.grating.XPos.mat,,,2,,,no,,,,,
,,,3,ka_0250_10.55.grating.YPos.mat,,,2.5,,,,,,,,
,,,4,ka_0250_10.56.grating.ORxM.mat,,,"c1=3.5,c2=3.5",,,,,,,,
,,252,1,ka_0251_11.16.grating.XPos.mat,,,2,,,no,,,,,
,,,2,ka_0251_11.16.grating.YPos.mat,,,3,,,,,,,,
,,,3,ka_0251_11.17.grating.ORxM.mat,,,2.5,,,,,,,,
,,,4,ka_0251_11.20.grating.SZ.mat,,,1.5,,,,,,,,
,,,5,ka_0251_11.22.grating.SZ.mat,,,1,,,,,,,,
,,253,1,ka_0253_12.46.grating.ORxM.mat,,,5,,,no,,,,,
,,,6,ka_0253_12.54.grating.SZ.mat,,,2,,,,,,,,
,,,7,ka_0253_12.56.grating.SZ.mat,,,2,,,,,,,,
,,,8,ka_0253_12.58.grating.SZ.mat,,,2,,,,,,,,
,,,9,ka_0253_12.58.grating.SF.mat,control,,2.5,,,,,,,,
,,,10,ka_0253_12.59.grating.SF.mat,5HT_15nA,0.5,2.5,,,,,,,,
,,,11,ka_0253_13.01.grating.SF.mat,control,,2,,,,,,,,
,,,12,ka_0253_13.02.grating.SF.mat,control,,2,,,,,,,,
,,,13,ka_0253_13.03.grating.SF.mat,NaCl_15nA,0.4,2,,,,,,,,
,,,14,ka_0253_13.05.grating.SZ.mat,control,,2,,,,,,,,
,,,15,ka_0253_13.07.grating.SZ.mat,control,,2,,,,,,moving, exclude,,
,,,16,ka_0253_13.08.grating.SZ.mat,5HT_15nA,0.3,2,,,,,,,,
,,,17,ka_0253_13.09.grating.SZ.mat,control,,2,,,,,,,,
,,,18,ka_0253_13.11.grating.SZ.mat,NaCl_15nA,0.3,2,,,,,,,,
,,,19,ka_0253_13.12.grating.SZ.mat,control,,2,,,,,,,,
,,,20,ka_0253_13.14.grating.SZ.mat,control,,2,,,,,,,,
,,,21,ka_0253_13.16.grating.ORxRC.mat,,,2,,,,,,,,
,,,22,ka_0253_13.17.grating.ORxRC.mat,,,2.5,,,,,,,,
,,,23,ka_0253_13.21.grating.ORxRC.mat,,,2,,,,,,,,
,,,24,ka_0253_13.24.grating.ORxRC.mat,,,2,,,,,,,,
12/14/16,"4,-7",254,1,ka_0254_10.37.grating.XPos.mat,,,1,,,no,,,pin attached to 5HT (channel 2) was potentially broken,,
,,,2,ka_0254_10.37.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0254_10.38.grating.ORxM.mat,,,2,,,,,,,,
,,,4,ka_0254_10.42.grating.SF.mat,control,,1,,,,,,,,
,,,5,ka_0254_10.43.grating.SF.mat,control,,1,,,,,,,,
,,,6,ka_0254_10.44.grating.SF.mat,5HT_15nA,0.9,2,,,,,,,,
,,,7,ka_0254_10.45.grating.SF.mat,control,,2,,,,,,,,
,,,8,ka_0254_10.47.grating.SF.mat,control,,2,,,,,,,,
,,,9,ka_0254_10.48.grating.SF.mat,NaCl_15nA,0.2,2,,,,,,,,
,,255,1,ka_0255_10.59.grating.XPos.mat,,,3,,,no,,,,,
,,,2,ka_0255_11.00.grating.YPos.mat,,,5,,,,,,,,
,,256,1,ka_0256_11.16.grating.XPos.mat,,,1,,,no,,,changed the connection for 5HT to  the channel 1,,
,,,2,ka_0256_11.17.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0256_11.18.grating.ORxM.mat,,,1,,,,,,,,
,,,4,ka_0256_11.21.grating.SF.mat,control,,1,,,,,,,,
,,,5,ka_0256_11.22.grating.SF.mat,5HT_20nA,0.6,1,,,,,,,,
,,,6,ka_0256_11.23.grating.SF.mat,5HT_20nA,0.6,1,,,,,,,,
,,,7,ka_0256_11.24.grating.SF.mat,control,,1,,,,,,,,
,,,8,ka_0256_11.26.grating.TF.mat,control,,1,,,,,,,,
,,,9,ka_0256_11.27.grating.SF.mat,control,,1,,,,,,,,
,,,10,ka_0256_11.29.grating.SZ.mat,control,,1,,,,,,,,
,,,12,ka_0256_11.30.grating.SZ.mat,control,,1,,,,,,,,
,,,13,ka_0256_11.31.grating.SZ.mat,5HT_10nA,0.4,1,,,,,,,,
,,,14,ka_0256_11.33.grating.SZ.mat,5HT_10nA,0.4,1,,,,,,,,
,,,15,ka_0256_11.35.grating.SZ.mat,control,,1,,,,,,,,
,,,16,ka_0256_11.36.grating.OR.mat,control,,1,,,,,,,,
,,,17,ka_0256_11.37.grating.OR.mat,control,,1,,,,,,,,
,,,18,ka_0256_11.41.grating.ORxRC.mat,control,,1,,,,,,,,
,,,19,ka_0256_11.45.grating.ORxRC.mat,control,,1,,,,,,,,
,,,20,ka_0256_11.50.grating.ORxRC.mat,5HT_15nA,0.6,1,,,,,,,,
,,,21,ka_0256_11.54.grating.ORxRC.mat,5HT_15nA,0.6,1,,,,,,,,
,,,22,ka_0256_11.59.grating.ORxRC.mat,5HT_15nA,0.6,1,,,,,,,,
,,,23,ka_0256_12.03.grating.ORxRC.mat,control,,1,,,,,,,,
,,,24,ka_0256_12.08.grating.ORxRC.mat,control,,1,,,,,,,,
,,,25,ka_0256_12.13.grating.ORxRC.mat,5HT_15nA,0.6,1,,,,,,,,
,,,26,ka_0256_12.17.grating.ORxRC.mat,5HT_15nA,0.6,1,,,,,,,,
,,,27,ka_0256_12.23.grating.ORxRC.mat,control,,1,,,,,,,,
,,,28,ka_0256_12.27.grating.ORxRC.mat,control,,1,,,,,,,,
,,,29,ka_0256_12.32.grating.ORxRC.mat,control,,1,,,,,,,,
,,,30,ka_0256_12.36.grating.ORxRC.mat,5HT_15nA,0.6,1,,,,,,,,
,,,31,ka_0256_12.41.grating.ORxRC.mat,5HT_15nA,0.6,1,,,,,,,,
12/15/16,"-2,-5",257,1,ka_0257_15.48.grating.XPos.mat,,,1,,,no,,,pin atteched to 5HT was broken, exclude the 5HT data,,
,,,2,ka_0257_15.49.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0257_15.50.grating.ORxM.mat,,,1,,,,,,,,
,,,4,ka_0257_15.53.grating.SF.mat,control,,1,,,,,,,,
,,,5,ka_0257_15.55.grating.SF.mat,5HT_15nA,,1,,,,,,,,
,,,6,ka_0257_15.56.grating.SF.mat,control,,1,,,,,,,,
,,,7,ka_0257_15.57.grating.SF.mat,NaCl_15nA,,1,,,,,,,,
,,,8,ka_0257_15.58.grating.SF.mat,control,,1,,,,,,,,
,,,9,ka_0257_16.00.grating.SF.mat,5HT_30nA,,1,,,,,,,,
,,,10,ka_0257_16.01.grating.SF.mat,control,,1,,,,,,,,
,,,11,ka_0257_16.02.grating.SZ.mat,control,,1,,,,,,,,
,,,12,ka_0257_16.04.grating.SZ.mat,control,,1,,,,,,,,
,,,13,ka_0257_16.06.grating.SZ.mat,control,,1,,,,,,,,
,,,17,ka_0257_16.17.grating.ORxRC.mat,control,,3.5,,,,,,,,
,,,18,ka_0257_16.20.grating.ORxRC.mat,control,,3.5,,,,,,,,
,,,19,ka_0257_16.22.grating.ORxRC.mat,control,,3.5,,,,,,,,
,,,20,ka_0257_16.28.grating.ORxRC.mat,NaCl_5nA,0.2,3.5,,,,,,,,
,,,21,ka_0257_16.33.grating.ORxRC.mat,NaCl_5nA,0.2,4,,,,,,,,
,,,22,ka_0257_16.35.grating.ORxRC.mat,NaCl_5nA,0.2,3.5,,,,,,,,
,,258,1,ka_0258_17.08.grating.XPos.mat,,,1.5,,,no,,,5HT attached to the other channel-include the data,,
,,,2,ka_0258_17.09.grating.YPos.mat,,,1.5,,,,,,,,
,,,3,ka_0258_17.10.grating.ORxM.mat,,,2,,,,,,,,
,,,4,ka_0258_17.13.grating.SF.mat,control,,2,,,,,,,,
,,,5,ka_0258_17.14.grating.SF.mat,5HT_20nA,0.9,2,,,,,,,,
,,,6,ka_0258_17.16.grating.SF.mat,control,,2,,,,,,,,
,,,7,ka_0258_17.17.grating.SF.mat,control,,2,,,,,,,,
,,,8,ka_0258_17.18.grating.TF.mat,control,,2,,,,,,,,
,,,9,ka_0258_17.20.grating.SF.mat,control,,2,,,,,,,,
,,,10,ka_0258_17.21.grating.SF.mat,control,,2,,,,,,,,
,,,11,ka_0258_17.22.grating.ORxRC.mat,control,,2,,,,,,,,
,,,12,ka_0258_17.23.grating.ORxRC.mat,control,,2,,,,,,,,
,,,13,ka_0258_17.28.grating.ORxRC.mat,control,,2,,,,,,,,
,,,14,ka_0258_17.33.grating.ORxRC.mat,5HT_15nA,0.5,2,,,,,,,,
,,,15,ka_0258_17.38.grating.ORxRC.mat,5HT_15nA,0.5,2,,,,,,,,
,,259,1,ka_0259_17.40.grating.XPos.mat,,,2,,,no,,,,,
,,,2,ka_0259_17.41.grating.YPos.mat,,,3.5,,,,,,,,
12/16/16,"3,+1",260,1,ka_0260_15.47.grating.XPos.mat,,,1,,,no,,,,,
,,,2,ka_0260_15.48.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0260_15.48.grating.ORxM.mat,,,1.5,,,,,,,,
,,,4,ka_0260_15.52.grating.SF.mat,control,,1.5,,,,,,,,
,,,5,ka_0260_15.53.grating.SF.mat,control,,1.5,,,,,,,,
,,,8,ka_0260_15.58.grating.SF.mat,5HT_20nA,0.6,1.5,,,,,,,,
,,,9,ka_0260_15.59.grating.SF.mat,control,,2,,,,,,,,
,,,10,ka_0260_16.00.grating.TF.mat,control,,2,,,,,,,,
,,,11,ka_0260_16.02.grating.TF.mat,control,,2,,,,,,,,
,,,12,ka_0260_16.03.grating.SF.mat,control,,2,,,,,,,,
,,,13,ka_0260_16.05.grating.SZ.mat,control,,2,,,,,,,,
,,,14,ka_0260_16.06.grating.SZ.mat,control,,3,,,,,,,,
,,261,1,ka_0261_16.13.grating.XPos.mat,,,1,,,no,,,,,
,,,2,ka_0261_16.14.grating.YPos.mat,,,1,,,,,,,,
,,,5,ka_0261_16.23.grating.XPos.mat,,,5,,,,,,,,
,,,6,ka_0261_16.24.grating.ORxM.mat,,,2,,,,,,,,
,,262,1,ka_0262_16.34.grating.XPos.mat,,,1,,,no,,,,,
,,,2,ka_0262_16.34.grating.YPos.mat,,,1.5,,,,,,,,
,,,3,ka_0262_16.35.grating.ORxM.mat,,,3.5,,,,,,,,
,,263,1,ka_0263_17.18.grating.XPos.mat,,,1,,,no,,,,,
,,,1,ka_0263_17.19.grating.YPos.mat,,,1,,,,,,,,
,,,5,ka_0263_17.20.grating.ORxM.mat,,,1,,,,,,,,
,,,6,ka_0263_17.23.grating.SF.mat,,,2.5,,,,,,maybe different waveform?,,
,,264,1,ka_0264_17.36.grating.ORxM.mat,,,1,,,no,,,,,
,,,2,ka_0264_17.39.grating.SF.mat,control,,1,,,,,,,,
,,,3,ka_0264_17.40.grating.SF.mat,5HT_20nA,0.5,1,,,,,,,,
,,,4,ka_0264_17.41.grating.SF.mat,control,,1,,,,,,,,
,,,6,ka_0264_17.43.grating.SZ.mat,control,,1,,,,,,,,
,,,7,ka_0264_17.44.grating.SZ.mat,control,,1.5,,,,,,,,
,,,8,ka_0264_17.46.grating.SZ.mat,5HT_20nA,0.5,1,Jan 36,Jan 53,,,,,,
12/18/16,"-3,0",265,1,ka_0265_10.53.grating.XPos.mat,,,1,,,no,,,,,
,,,2,ka_0265_10.54.grating.YPos.mat,,,1,,,,,,,,
,,,3,ka_0265_10.54.grating.ORxM.mat,,,1.5,,,,,,,,
,,,4,ka_0265_10.57.grating.SF.mat,control,,2,,,,,,,,
,,,5,ka_0265_10.58.grating.SF.mat,control,,2,,,,,,,,
,,,6,ka_0265_10.59.grating.SF.mat,5HT_20nA,0.5,2,,,,,,,,
,,,7,ka_0265_11.01.grating.SF.mat,5HT_20nA,0.5,2,,,,,,,,
,,,8,ka_0265_11.02.grating.SF.mat,control,,2,,,,,,,,
,,,9,ka_0265_11.03.grating.SF.mat,control,,2,,,,,,,,
,,,10,ka_0265_11.05.grating.TF.mat,control,,2,,,,,,,,
,,266,1,ka_0266_11.35.grating.XPos.mat,,,2,,,no,,,,,
,,,2,ka_0266_11.36.grating.YPos.mat,,,3,,,,,,,,
,,,3,ka_0266_11.37.grating.ORxM.mat,,,3,,,,,,,,
,,267,2,ka_0267_11.52.grating.XPos.mat,,,2,,,no,,,,,
,,,3,ka_0267_11.53.grating.YPos.mat,,,3,,,,,,,,
,,268,1,ka_0268_12.37.grating.XPos.mat,,,2.5,,,no,,,,,
,,,2,ka_0268_12.38.grating.YPos.mat,,,2,,,,,,,,
,,,3,ka_0268_12.38.grating.ORxM.mat,,,3,1-160,1-184,,,,,,
,,,5,ka_0268_12.43.grating.SF.mat,control,,2.5,,,,,,,,
,,,6,ka_0268_12.44.grating.SF.mat,5HT_15nA,0.4,2,,,,,,,,
,,,7,ka_0268_12.45.grating.SF.mat,control,,1,,,,,,,,
,,,8,ka_0268_12.46.grating.SF.mat,control,,1.5,,,,,,,,
,,269,1,ka_0269_12.50.grating.ORxM.mat,,,2,,,no,,,,,
,,,2,ka_0269_12.54.grating.SZ.mat,,,2,,,,,,,,
,,,3,ka_0269_12.55.grating.SZ.mat,5HT_15nA,,2,,,,,,,,
,,,4,ka_0269_12.57.grating.SZ.mat,control,0.4,2.5,,,,,,,,
,,,5,ka_0269_12.59.grating.SF.mat,control,,2.5,,,,,,,,
,,,6,ka_0269_13.00.grating.SF.mat,5HT_15nA,0.4,2.5,,,,,,,,
,,,7,ka_0269_13.01.grating.SF.mat,control,,2,,,,,,,,
,,,8,ka_0269_13.03.grating.ORxM.mat,control,,2.5,,,,,,,,
,,,9,ka_0269_13.04.grating.ORxM.mat,control,,2.5,,,,,,,,
,,,10,ka_0269_13.08.grating.ORxRC.mat,control,,2.5,1-110,Jan 47,,,,,,
,,,11,ka_0269_13.11.grating.ORxRC.mat,control,,3,,,,,,,,
,,,12,ka_0269_13.16.grating.ORxRC.mat,control,,3.5,,,,,,,,
,,,13,ka_0269_13.20.grating.ORxRC.mat,5HT_15nA,0.4,2.5,,,,,,,,
,,,14,ka_0269_13.25.grating.ORxRC.mat,5HT_15nA,0.4,3,,,,,,,,
,,,15,ka_0269_13.30.grating.ORxRC.mat,5HT_15nA,0.4,3,,,,,,,,
,,,16,ka_0269_13.32.grating.ORxRC.mat,5HT_15nA,0.4,3,,,,,,,,
12/19/16,"7,-2",270,1,ka_0270_15.43.grating.XPos.mat,,,1,,,no,,,,,
,,,2,ka_0270_15.44.grating.YPos.mat,,,1,,,,,,,,
,,,4,ka_0270_16.00.grating.ORxM.mat,,,4,,,,,,,,
,,,5,ka_0270_16.03.grating.SF.mat,control,,3,,,,,,,,
,,,6,ka_0270_16.04.grating.SF.mat,5HT_15nA,0.3,4,,,,,,,,
,,271,3,ka_0271_16.45.grating.ORxM.mat,,,2,,,no,,,,,
,,272,1,ka_0272_17.10.grating.ORxM.mat,,,1.5,,,no,,,,,
,,,2,ka_0272_17.13.grating.SF.mat,,,5,,,,,,,,
,,273,1,ka_0273_17.19.grating.SF.mat,control,,2.5,,,no,,,,,
,,,2,ka_0273_17.20.grating.SF.mat,5HT_15nA,0.4,2,,,,,,,,
,,,3,ka_0273_17.21.grating.SF.mat,control,,2,,,,,,,,
,,,4,ka_0273_17.23.grating.ORxM.mat,control,,1,,,,,,,,
,,,5,ka_0273_17.26.grating.SF.mat,control,,1.5,,,,,,,,
